session,speaker_name,affiliation,tumor_types,clinical_stage,trial_name,trial_features,source,nct_verified
addressing-cancer-mortality-in-areas-of-persistent-poverty,Rula Tamimi,"Weill Cornell Medicine, New York City",colorectal cancer,phase_2,Bridge to Quit patient‑portal enrollment study,"3 FQHC sites in NYC neighborhoods, baseline portal enrollment 34‑44%",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
addressing-cancer-mortality-in-areas-of-persistent-poverty,Melissa Bondy,Stanford University,colorectal cancer,phase_2,California Guaranteed Income Pilot,"3,000 participants (2,200 pregnant women, 800 foster youth) randomized to higher vs lower cash amounts",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
addressing-cancer-mortality-in-areas-of-persistent-poverty,Melissa Bondy,Stanford University,colorectal cancer,phase_2,Earned Income Tax Credit (EITC) behavioral study,Focus groups with low‑income taxpayers across California,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
adoptive-t-cell-therapy,Changsong Qi,Peking University Cancer Hospital,hepatocellular carcinoma; gastric cancer,phase_1,Version 2 STAR T cohort,3 heavily pretreated AFP-positive gastric cancer patients,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
adoptive-t-cell-therapy,Changsong Qi,Peking University Cancer Hospital,hepatocellular carcinoma; gastric cancer,phase_1,Version 3 STAR T cohort,"4 patients (1 HCC, 3 AFP-positive gastric cancer)",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
adoptive-t-cell-therapy,Qilong Yang,Tianjin Medical University Cancer Hospital,acral melanoma,phase_2,investigator‑initiated TIL trial,"4 Chinese acral melanoma patients, heavily pretreated",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
adoptive-t-cell-therapy,Rafet Bassar,MD Anderson Cancer Center,multiple myeloma; sarcoma; melanoma; AML,phase_1,NK TCR basket trial (myeloma & sarcoma),"Dose escalation, off‑the‑shelf cord‑blood NK product",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
adoptive-t-cell-therapy,Aslan Arnett,Baylor College of Medicine,hepatocellular carcinoma,phase_1,IL-15 armored GPC3 CAR T trial,Patients with advanced HCC or gastric cancer,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Advanced Antibody Conjugate and Targeted Therapeutic Platforms (Part 2),Janive Hernandez,Sutro Biopharma,head and neck cancer; NSCLC; pancreatic cancer; colorectal cancer; cervical cancer,phase_1,Mouse Clinical Trial (MCT),"n=70 models; head and neck, NSCLC, pancreatic, CRC; enriched for TF expression",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advanced-cellular-and-immune-based-therapeutics,Joan Chu,"Singapore, former MSK",esophageal adenocarcinoma; gastric adenocarcinoma,phase_1,Phase I intraperitoneal CAR T study,"mesothelin-positive peritoneal carcinomatosis, median 3-5 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advanced-cellular-and-immune-based-therapeutics,Changsong Qi,Peking University Cancer Hospital 2,peritoneal mesothelioma; pancreatic cancer; cholangiocarcinoma; ovarian cancer; lung adenocarcinoma,phase_1,First‑in‑human Phase I UCMYM802 study,"mesothelin‑positive advanced solid tumors, median 3 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advanced-cellular-and-immune-based-therapeutics,Rhodabe Amaria,MD Anderson Cancer Center,metastatic melanoma,phase_1,KSQ001EX Phase I melanoma trial,"Patients refractory to PD‑1 inhibitors, 1–10 B TIL dose, ± IL‑2",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advanced-cellular-and-immune-based-therapeutics,Paul Nathan,IMC (Immunocore),uveal melanoma,phase_3,IMC GP100‑202 Phase III,"HLA‑A0201+, metastatic uveal melanoma, first‑line",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advanced-cellular-and-immune-based-therapeutics,Yoonjun Kim,Seoul National University Hospital,hepatocellular carcinoma,phase_1_2,RZ001 + atezolizumab/bevacizumab Phase 1b/2a,"Unresectable HCC, no prior systemic therapy, BCLC B/C",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advanced-cellular-and-immune-based-therapeutics,Angelica Laskog,Baylor College of Medicine,pancreatic adenocarcinoma,phase_1_2,LUCON‑001 arm 2 (LOAD‑703 + chemo + atezolizumab),"Advanced PDAC, any line, receiving gemcitabine/nab‑paclitaxel",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-bladder-cancer-research-and-treatment-pathways-to-precision-medicine,Dr. Matthew Galsky,"Icahn School of Medicine at Mount Sinai, Lillian and Howard Stratton Professor of Medicine",bladder cancer,mixed,CheckMate 274,adjuvant nivolumab vs placebo after cystectomy,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-bladder-cancer-research-and-treatment-pathways-to-precision-medicine,Dr. Matthew Galsky,"Icahn School of Medicine at Mount Sinai, Lillian and Howard Stratton Professor of Medicine",bladder cancer,mixed,IMvigor11,adjuvant atezolizumab vs placebo in ctDNA‑positive patients,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-bladder-cancer-research-and-treatment-pathways-to-precision-medicine,Dr. Matthew Galsky,"Icahn School of Medicine at Mount Sinai, Lillian and Howard Stratton Professor of Medicine",bladder cancer,mixed,MODERN,adjuvant nivolumab ± LAG‑3 inhibitor (escalation) or surveillance (de‑escalation) based on ctDNA,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-bladder-cancer-research-and-treatment-pathways-to-precision-medicine,Dr. Matthew Galsky,"Icahn School of Medicine at Mount Sinai, Lillian and Howard Stratton Professor of Medicine",bladder cancer,mixed,EV‑pembro peri‑operative study,neoadjuvant EV‑pembro followed by cystectomy vs cisplatin‑based chemo or surgery alone,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-cancer-research,Mark Orr,"Astellas Pharma Global Development, Seattle, WA (collaboration with Sutro)",urothelial carcinoma; non‑small cell lung cancer; gastric cancer; breast cancer,phase_1,First‑in‑human study (US/Japan),TROP2‑positive advanced solid tumors,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-immunotherapy,Alberto Giovanni Leone,"Fondazione Istituto Nazionale dei Tumori di Milano, Milan, Italy",gastric cancer; gastroesophageal junction adenocarcinoma,phase_2,INFINITY cohort 2,"resectable MSI‑high gastric/GEJ adenocarcinoma, T2+, any N",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-immunotherapy,Fabrice Barlisi,"Gustave Roussy, University of Paris, France",non‑small cell lung cancer,phase_2,MATIS,"resectable stage II‑III NSCLC, EGFR/ALK wild‑type, any PD‑L1",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-immunotherapy,Bruno Boccorni,"Beth Israel Deaconess Medical Center & Dana‑Farber Cancer Institute, Boston, USA",non‑small cell lung cancer; gastric/gastroesophageal cancer; gynecologic malignancies; breast cancer; head and neck squamous cell carcinoma,phase_1,Denicitug Phase 1 dose‑escalation and paired‑biopsy cohort,"advanced solid tumors, median 3 prior lines, 2/3 prior PD‑1/PD‑L1 exposure",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-melanoma-research-and-treatment,Georgina Long,Melanoma Institute Australia,melanoma,mixed,CheckMate 067,"ipilimumab + nivolumab vs nivolumab alone, advanced melanoma",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-melanoma-research-and-treatment,Georgina Long,Melanoma Institute Australia,melanoma,mixed,ABC study,ipilimumab + nivolumab vs nivolumab in untreated asymptomatic brain mets,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-melanoma-research-and-treatment,Georgina Long,Melanoma Institute Australia,melanoma,mixed,NeoIreni (NCTxxxx),"neoadjuvant stage III melanoma, biomarker‑guided arms",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-melanoma-research-and-treatment,Tony (session chair),Melanoma Institute Australia,melanoma; neuroendocrine carcinoma,phase_1,IL‑13Rα2 CAR‑T multi‑center trial,Patients with IL13RA2‑positive melanoma (10‑15%) and neuroendocrine tumors,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-minimal-residual-disease-detection-via-circulating-tumor-dna,Anagnostou,"Johns Hopkins University, Department of Oncology",gastroesophageal cancer; mesothelioma; non-small cell lung cancer; colorectal cancer,phase_2_3,TICTACTOE,"early-stage NSCLC, ctDNA MRD assessed 4-6 weeks post definitive therapy",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-precision-oncology,Luda Bazhanova,"UC San Diego Moores Cancer Center, San Diego",non-small cell lung cancer,phase_2,TRUST-1 and TRUST-2,"ROS1 fusion, TKI‑naive, stage IV NSCLC",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-precision-oncology,Shun Lu,"Shanghai Lung Cancer Center, Shanghai Chest Hospital, Shanghai",non-small cell lung cancer,phase_2,Phase 1b/2 HORIZON‑Lung cohort D,"HER2‑mutant NSCLC, treatment‑naïve, PD‑L1 assessed",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-precision-oncology,Zhang Hongxe,First Affiliated Hospital of Guangzhou Medical University,non-small cell lung cancer,phase_1,HS10504 101 phase I,"C797S‑positive EGFR‑mutant NSCLC, ≥2 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-precision-oncology,Kanwal Raghav,"University of Texas MD Anderson Cancer Center, Houston",colorectal cancer; pancreatic ductal adenocarcinoma,phase_2,Phase 1/2 Elirasib study (colorectal and pancreatic cohorts),"KRAS G12C mutant, ≥1 prior therapy",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-precision-oncology,Terri‑Ann Koch,"Amplia Therapeutics, Australia",pancreatic ductal adenocarcinoma,phase_2,ACCENT phase 1b/2a,"metastatic PDAC, chemo‑naïve, 400 mg namifotenib intermittent dosing",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-precision-oncology,Valentina Marulanda Corzo,"Weill Cornell Medicine, New York",prostate cancer,phase_1,Phase 1 fractionated vs multiple‑cycle actinium‑225 J591,"metastatic CRPC, prior lutetium‑PSMA exposure allowed",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advances-in-understanding-disseminated-tumor-cells-an-emerging-opportunity-to-pr,Louis Chodosh,"University of Pennsylvania, Abramson Cancer Center",breast cancer,phase_2,CLEVER phase II trial,high-risk early-stage breast cancer patients with bone marrow DTCs,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Advancing Early Phase Pediatric Clinical Trials to Turn Promising Agents into Actionable Evidence,Dr. Jerry McGean,"Syndax Pharmaceuticals, Vice President of the Menin Program",acute lymphoblastic leukemia; acute myeloid leukemia,phase_2,AUGMENT101 (revumenib monotherapy),"relapsed/refractory KMT2A‑rearranged or NPM1‑mutant leukemia, ages >30 days",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advancing-patient-centered-clinical-trials-bringing-trials-to-patients-and-patie,Constantin Dragnev,"Dartmouth Cancer Center, Interim Cancer Center Director and Associate Director for Clinical Research",NSCLC,phase_3,Pragmatic Lung S2302,"Previously treated lung cancer, any histology",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advancing-patient-centered-clinical-trials-bringing-trials-to-patients-and-patie,Chika Awajiku,"University of California San Diego, Assistant Professor and Radiation Oncologist",cervical cancer,phase_1,Phase I Cervical Cancer Trial (WIN Cohort 2),"Underrepresented patients, low socioeconomic status",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advancing-patient-centered-clinical-trials-bringing-trials-to-patients-and-patie,Chu‑Chen Hong,"Roswell Park Comprehensive Cancer Center, Breast Cancer Epidemiology",breast cancer,phase_2,PCORI Pragmatic Trial of Metastatic Breast Cancer,Patients recruited via five New York State cancer registries,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advancing-precision-approaches-to-head-and-neck-cancers,Ari Rosenberg,"University of Chicago, Associate Professor of Medical Oncology",HPV-positive oropharyngeal squamous cell carcinoma; HPV-negative head and neck squamous cell carcinoma,mixed,SYNERGY trial,"Recurrent/metastatic HNSCC, ctDNA‑guided adaptive chemo‑immunotherapy",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
advancing-precision-approaches-to-head-and-neck-cancers,Ari Rosenberg,"University of Chicago, Associate Professor of Medical Oncology",HPV-positive oropharyngeal squamous cell carcinoma; HPV-negative head and neck squamous cell carcinoma,mixed,DART de‑escalation study,"Post‑op HPV+ HNSCC, ctDNA‑stratified radiation dose",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
ai-in-biomarker-discovery-and-drug-development,Tirup Behanie,"Recursion Pharmaceuticals, VP of Translational Strategy",ovarian cancer; colorectal cancer; familial adenomatous polyposis,mixed,DAHLIA (REC‑1245) Phase 1/2,Patients with MSI‑high or high genomic instability tumors,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
ai-in-biomarker-discovery-and-drug-development,Tirup Behanie,"Recursion Pharmaceuticals, VP of Translational Strategy",ovarian cancer; colorectal cancer; familial adenomatous polyposis,mixed,ELUCIDATE (REC‑617) Phase 1/2,Advanced solid tumors; ovarian cancer cohort,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
ai-in-biomarker-discovery-and-drug-development,Tirup Behanie,"Recursion Pharmaceuticals, VP of Translational Strategy",ovarian cancer; colorectal cancer; familial adenomatous polyposis,mixed,TIPelo (REC‑4881) Phase 1/2,"FAP patients (APC loss), n=??",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
ai-in-cancer-research-and-care-what-weve-learned-and-what-comes-next,Ben,,breast cancer,phase_3,AI-assisted mammography screening trial,not specified,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
ai-revolution-in-cancer-research,Suchi Saria,"Johns Hopkins University; Founder & CEO, Bayesian Health",,phase_3,Sepsis detection AI (Cleveland Clinic deployment),mixture‑of‑experts transformer on multimodal EMR data,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
ai-revolution-in-cancer-research,Suchi Saria,"Johns Hopkins University; Founder & CEO, Bayesian Health",,phase_3,Palliative‑care early‑alert AI (Mayo Clinic deployment),same architecture applied to oncology‑related admissions,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
aiming-for-cure-perioperative-clinical-trials,Mike Foote,"Memorial Sloan Kettering Cancer Center, GI Oncology",rectal cancer,phase_2,Phase 2 HER2‑targeted neoadjuvant rectal cancer trial,"HER2‑amplified, KRAS wild‑type, MMR proficient, locally advanced rectal adenocarcinoma (n=10 enrolled, 9 evaluable)",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
aiming-for-cure-perioperative-clinical-trials,Funda Bernstam,MD Anderson Cancer Center,breast cancer,phase_2,NEO3NHER phase 2 neoadjuvant study,"HER2‑positive (IHC 3+ or 2+ with amplification), ER‑positive 80%, n=20",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
aiming-for-cure-perioperative-clinical-trials,Yilong Wu,Guangdong Lung Cancer Institute,NSCLC,phase_3,Phase III atezolizumab + chemo vs placebo + chemo,"Stage II/III NSCLC, EGFR/ALK wild‑type, PD‑L1 assessed, n=501",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
aiming-for-cure-perioperative-clinical-trials,Balak,University of Pittsburgh,triple‑negative breast cancer,phase_2,NSABP B‑59 / GEPRDUOS ctDNA substudy,"212 patients total; 155 with post‑neoadjuvant ctDNA data, early TNBC, randomized atezolizumab vs placebo",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
aiming-for-cure-perioperative-clinical-trials,Cascone,MD Anderson Cancer Center,NSCLC,phase_3,CheckMate 770 phase 3 perioperative nivolumab vs placebo,"Stage II/III NSCLC, EGFR/ALK wild‑type, 41% biomarker evaluable (n≈190), median follow‑up 41 mo",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
aiming-for-cure-perioperative-clinical-trials,Howard Lee,Johns Hopkins University / Ohio State University,hepatocellular carcinoma,phase_2,Phase II perioperative nivolumab ± relatlimab in HCC,"15 patients per arm, BCLC A‑C, diverse etiologies, median follow‑up 26.3 mo",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
approaches-to-drug-development-for-rare-malignancies,Rachel Grisham,"Memorial Sloan Kettering Cancer Center, Gynecologic Medical Oncology",low-grade serous ovarian cancer,phase_2,NGOD‑OV60 GOG 3052 RAMP 201,"Recurrent low‑grade serous ovarian cancer, ≥1 prior chemotherapy line, stratified by KRAS status",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
biology-and-therapeutic-targeting-of-hif2a-in-renal-cell-carcinoma,Eric Jonash,MD Anderson Cancer Center,renal cell carcinoma; cerebellar hemangioblastoma; pancreatic neuroendocrine tumor; retinal hemangioblastoma,phase_2,LightSpark‑005 (VHL syndrome phase 2 single‑arm),"germline VHL mutation, measurable renal RCC lesion ≥1 cm",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
biology-and-therapeutic-targeting-of-hif2a-in-renal-cell-carcinoma,Brian Ream,"Vanderbilt University Medical Center, Geomedical Oncology",renal cell carcinoma,phase_3,"LightSpark‑005 (refractory RCC, belzutifan vs everolimus)","post‑IO, ≥1 prior VEGFR TKI, clear‑cell RCC",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
biology-and-therapeutic-targeting-of-hif2a-in-renal-cell-carcinoma,Brian Ream,"Vanderbilt University Medical Center, Geomedical Oncology",renal cell carcinoma,phase_3,LightSpark‑011 (lenvatinib + belzutifan vs cabozantinib),"post‑IO, refractory RCC",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
biology-and-therapeutic-targeting-of-hif2a-in-renal-cell-carcinoma,Brian Ream,"Vanderbilt University Medical Center, Geomedical Oncology",renal cell carcinoma,phase_3,LightSpark‑022 (adjuvant belzutifan + pembrolizumab vs pembrolizumab),high‑risk resected RCC,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
cancer-cachexia-tumor-signals-systemic-impact-and-translational-opportunities,Elizabeth Cespedes Feliciano,"Kaiser Permanente Northern California, Department of Oncology",lung cancer; pancreatic cancer; colorectal cancer,clinical_trial,UNCOVER prospective observational study,"≈1600 patients, baseline and 3‑month visits with blood, PROs, accelerometry, CT imaging",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
cancer-detection-and-interception-across-tumor-types-addressing-modifiable-risk-,Suzette Delaloge,"Gustave Roussy, Paris, France, Director of the Interception Personalized Cancer Prevention Program",breast cancer; pancreatic cancer; lung cancer; liver cancer; colorectal cancer,mixed,LIBER trial,"BRCA/Lynch carriers, letrozole vs placebo, n≈? (low accrual 18%)",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
cancer-prevention-and-screening-exploring-policy-solutions,Phil Castle,"National Cancer Institute, Division of Cancer Prevention",,unspecified,"NLST, TMIST, SHIP",screening trials,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
cancer-systems-biology-ecology-and-evolution,Sandy Anderson,Moffitt Cancer Center,prostate cancer; melanoma; basal cell carcinoma,phase_2,adaptive therapy prostate trial,"n=4 long‑term responders, PSA dynamics used for dosing",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Cancer Vaccines: The Next Immunotherapy Breakthrough,Cathy Wu,Dana-Farber Brigham,glioblastoma,phase_1,four-cohort GBM study,"n=40 patients, varying timing of pembrolizumab relative to vaccine",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
Cancer Vaccines: The Next Immunotherapy Breakthrough,Vinod Balachandran,Memorial Sloan Kettering Cancer Center,pancreatic ductal adenocarcinoma,phase_1,autogene cevumarán trial,Resected primary PDAC patients,schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
CAR-T Therapy: Transforming the Landscape of Adult and Pediatric Blood Cancers,Karina Patel,"The University of Texas MD Anderson Cancer Center, Department of Lymphoma and Myeloma",multiple myeloma,phase_3,KarMMa-3,"relapsed/refractory MM, median 6 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
CAR-T Therapy: Transforming the Landscape of Adult and Pediatric Blood Cancers,Karina Patel,"The University of Texas MD Anderson Cancer Center, Department of Lymphoma and Myeloma",multiple myeloma,phase_3,CARTITUDE-1,"relapsed/refractory MM, ≥6 prior lines",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
CAR-T Therapy: Transforming the Landscape of Adult and Pediatric Blood Cancers,Karina Patel,"The University of Texas MD Anderson Cancer Center, Department of Lymphoma and Myeloma",multiple myeloma,phase_3,CARTITUDE-4,"earlier‑line MM, high‑risk cytogenetics or extramedullary disease",schema_a_models_field,NO - requires manual lookup at clinicaltrials.gov
